originator,stdErrMultiple,OML.ols,OML.mlm,GML.ols,GML.mlm,Competitive Suppression.ols,Competitive Suppression.mlm,Direct Suppression.ols,Direct Suppression.mlm,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.ols,Generalized Direct Suppression.mlm,ROE Competitive Suppression.ols,ROE Competitive Suppression.mlm,ROE Direct Suppression.ols,ROE Direct Suppression.mlm
Direct Suppression,1.9,-264.770059202654,-264.770059202654,-304.645379114201,-294.190036996613,-292.97919336039,-292.97919336039,-259.208538593102,-259.208538593102,-329.29450581797,-319.351230364207,-310.221407636667,-297.713933779054,-279.577599643558,-274.213893713114,-316.279324723506,-309.326185636228
Direct Suppression,1.9,-270.661379351513,-270.661379351513,-309.982570080605,-307.110082085354,-302.445751228267,-302.445751228267,-267.727616154621,-267.727616154621,-332.55093326782,-326.07305850636,-298.832054666602,-295.912916176385,-290.798593825569,-282.692903609898,-277.839840952378,-281.510292044222
Direct Suppression,1.9,-265.412335296863,-265.412335296863,-300.411511040165,-289.897935200773,-294.164085191754,-294.164085191754,-260.462143156662,-260.462143156662,-333.853646219174,-324.780648312885,-301.023990062271,-289.566724938317,-277.301408165911,-270.40044121313,-324.805633281914,-324.506338223291
Direct Suppression,1.9,-280.150294929316,-280.150294929316,-316.68156106166,-311.5785002188,-313.304251823718,-313.304251823718,-274.921980300928,-274.921980300928,-335.766109012266,-325.111878178273,-326.99380440025,-321.857046589777,-343.683602966344,-296.784847192647,-288.873789864154,-286.422858733289
Direct Suppression,1.9,-270.051030744457,-270.051030744457,-315.394142532017,-302.711589393954,-281.680776173174,-281.680776173174,-267.293209829134,-267.293209829134,-306.397229948742,-295.254974429444,-319.453706197929,-307.246836575325,-273.522495496362,-270.42560434283,-316.024813684398,-313.824069389946
Direct Suppression,1.9,-258.342218855654,-258.342218855654,-362.997811013617,-330.152694575551,-284.058018395405,-284.058018395405,-249.60869638019,-249.60869638019,-330.333424696552,-319.005819012556,-340.194958572082,-311.626559746927,-262.505287808646,-260.569647250221,-302.337389553017,-299.560170229074
Direct Suppression,1.9,-271.714652579145,-271.714652579145,-330.419054070218,-311.803605842122,-336.442875438007,-336.442875438007,-269.207274746465,-269.207274746465,-499.1635135975,-423.557956750936,-318.691263337221,-300.166868118045,-325.378382474813,-299.41291891168,-315.467232856308,-314.113272845924
Direct Suppression,2,-254.307544386359,-254.307544386359,-283.703663809613,-276.131808995858,-279.534681406298,-279.534681406298,-252.087824530328,-252.087824530328,-335.846849180249,-322.706720768781,-274.380345545387,-267.342371809895,-263.555187625586,-259.018856255273,-283.816968335044,-283.47471292489
Direct Suppression,2,-252.88714002868,-252.88714002868,-306.792243805863,-294.88811602646,-264.54870685076,-264.54870685076,-253.798669734773,-253.798669734773,-382.728529501263,-358.158565736316,-302.885489538181,-288.210821986301,-255.697107962055,-252.516492879351,-286.918403781261,-286.276659237682
Direct Suppression,2,-289.547639381142,-289.547639381142,-362.525721119779,-343.801758200023,-289.004407361658,-289.004407361658,-291.585758425326,-291.585758425326,-335.622410492881,-319.776997903177,-375.88395622086,-358.528520347372,-292.805408327312,-290.431477472878,-300.12039255463,-298.969350428357
Direct Suppression,2,-261.382338505566,-261.382338505566,-320.773249547791,-294.414446927563,-281.188461078184,-281.188461078184,-262.026624557634,-262.026624557634,-324.601541565489,-312.724661231223,-309.665924538952,-293.650729446291,-263.558281123444,-261.834094410122,-286.342654987735,-285.324236973404
Direct Suppression,2,-265.570196087324,-265.570196087324,-356.71955078598,-305.259295691699,-291.237643373044,-291.237643373044,-264.238168791557,-264.238168791557,-340.066094767792,-323.759244568078,-335.188375387816,-311.036406929179,-276.708647318008,-272.488882539816,-280.339575094978,-279.713892318835
Direct Suppression,2,-267.617761135758,-267.617761135758,-319.225515204817,-302.074320225464,-278.678706462629,-278.678706462629,-261.520690896525,-261.520690896525,-317.173337548454,-310.695590115255,-317.982692805181,-300.041906333274,-267.723051136541,-265.824628862846,-285.41249794115,-285.128397400017
Direct Suppression,2,-270.664849495724,-270.664849495724,-306.697874161316,-294.670130144982,-289.865131904823,-289.865131904823,-268.302444421645,-268.302444421645,-350.628098837272,-335.151930710092,-310.403124667396,-297.621924129117,-277.961258586298,-270.857343977877,-338.115527064209,-311.172554512187
Direct Suppression,2,-280.608962024527,-280.608962024527,-297.494529517819,-291.746645636819,-327.575967860375,-327.575967860375,-276.362109669035,-276.362109669035,-339.5331807412,-333.014444358167,-292.131554224311,-286.862508472233,-309.632827347826,-303.502381251948,-316.330597463285,-313.145178389615
Direct Suppression,2,-291.566993291266,-291.566993291266,-311.817316092546,-303.825458501501,-281.508361251761,-281.508361251761,-294.5002186494,-294.5002186494,-317.810967467826,-310.196029135286,-299.772011289058,-293.832615427926,-290.130501630757,-288.652650552259,-312.804477400776,-311.167620490756
Direct Suppression,2,-284.086577149293,-284.086577149293,-347.023001949654,-335.294181910317,-294.040244396197,-294.040244396197,-279.833635907478,-279.833635907478,-352.330312777157,-333.231912451189,-346.767560611741,-333.960140113811,-286.485979062538,-284.132273106486,-310.481985776077,-310.297371214808
Generalized Competitive Suppression,0.5,-196.673926852335,-196.673926852335,-163.788904568145,-158.222643086062,-180.818486088198,-180.818486088198,-226.281869333541,-226.281869333541,-126.458441529528,-121.376386582245,-196.339184135069,-180.034733895385,-185.072717504232,-178.330416718122,-213.714533486844,-209.808571981358
Generalized Competitive Suppression,0.5,-206.946752977428,-206.946752977428,-228.83082069894,-224.350016971683,-165.582836771124,-165.582836771124,-233.155830396218,-233.155830396218,-215.969660616463,-168.32043522164,-251.548428496997,-241.458507361915,-190.625847078871,-176.531308113526,-221.38040004871,-215.861398236937
Generalized Competitive Suppression,0.5,-199.617270541629,-199.617270541629,-194.234830135303,-186.041026164542,-171.88904114347,-171.88904114347,-228.22064927368,-228.22064927368,-105.75512708974,-102.73028299263,-228.177220446411,-211.708334257368,-171.229003665502,-166.892590623516,-212.423827163458,-211.387554274359
Generalized Competitive Suppression,0.5,-200.642520537798,-200.642520537798,-188.250593737852,-175.109546394603,-185.104174871276,-185.104174871276,-231.125897513051,-231.125897513051,-153.90249859353,-121.171449219948,-314.044522022302,-204.844615253606,-190.325823751994,-182.152851790685,-227.102634043741,-216.393975558159
Generalized Competitive Suppression,0.5,-222.294438011411,-222.294438011411,-227.275954185607,-217.459339339311,-191.753551607566,-191.753551607566,-248.089963500465,-248.089963500465,-139.078253388288,-110.954735332761,-259.248261491225,-241.465937649337,-216.800183090084,-199.188171286832,-228.37613441601,-227.83231909673
Generalized Competitive Suppression,0.5,-198.155063724389,-198.155063724389,-153.651857613013,-145.8564446521,-151.128985305798,-151.128985305798,-229.924618906796,-229.924618906796,-217.323795809117,-96.2932528752922,-189.569613029369,-165.049792120525,-165.590563373211,-154.505710035646,-219.348102432385,-218.565969809278
Generalized Competitive Suppression,0.5,-200.950647629022,-200.950647629022,-245.954382979995,-199.081228590564,-149.121197397163,-149.121197397163,-226.088698370053,-226.088698370053,-180.747143211244,-105.285760750266,-239.194471170673,-187.84324386901,-161.366790853933,-153.257865773318,-220.730204777641,-218.880314991442
Generalized Competitive Suppression,0.5,-200.30211524593,-200.30211524593,-183.005281449625,-179.465847110087,-156.693751331882,-156.693751331882,-226.431382109128,-226.431382109128,-112.215374663725,-108.76970376439,-208.275221141274,-191.059223126113,-172.181115149678,-165.103968976513,-218.611039908591,-217.307462318337
Generalized Competitive Suppression,0.5,-191.888315966731,-191.888315966731,-165.980430533506,-164.404844070806,-143.379705855459,-143.379705855459,-218.960298874169,-218.960298874169,-104.771567273717,-93.0705254635605,-182.40587592601,-172.774307326245,-147.012255208977,-142.437716692772,-255.543666661775,-220.80323734739
Generalized Competitive Suppression,0.5,-220.836382730019,-220.836382730019,-199.098164581809,-171.278614695979,-164.146331677372,-164.146331677372,-236.049511153305,-236.049511153305,-288.065720686692,-249.148023059555,-218.218351058971,-173.958178486291,-185.487119780589,-167.388705385725,-233.701380882001,-232.768755577007
Generalized Competitive Suppression,0.6,-190.316398684519,-190.316398684519,-188.861190655165,-181.058590261212,-150.219051161418,-150.219051161418,-226.04362143887,-226.04362143887,-151.280264312956,-131.479127537194,-229.568607309454,-211.399900040268,-159.287217551681,-150.798333328926,-225.068958330124,-220.093242595744
Generalized Competitive Suppression,0.6,-198.800634859987,-198.800634859987,-166.800326083702,-162.457653185092,-164.760018837976,-164.760018837976,-225.495345696339,-225.495345696339,-114.920111846967,-119.337699203216,-210.054697550791,-182.584401391735,-169.461865421762,-163.448622740218,-205.420719137703,-204.58399561079
Generalized Competitive Suppression,0.6,-199.78490061413,-199.78490061413,-175.093944723736,-166.051739488875,-148.803800637938,-148.803800637938,-224.73450655068,-224.73450655068,-107.5975237508,-99.5132944474788,-210.036076704809,-196.748408061591,-157.979587106775,-150.205885949313,-229.671870544873,-228.333228253043
Generalized Competitive Suppression,0.6,-196.938638407624,-196.938638407624,-279.414935052305,-261.43356878608,-166.923841809521,-166.923841809521,-215.850759321154,-215.850759321154,-137.178011072325,-120.029505359724,-329.503333551342,-292.186062215349,-164.193773375717,-163.977030080227,-216.504828382753,-215.551532948187
Generalized Competitive Suppression,0.6,-203.77137497332,-203.77137497332,-182.962301279033,-172.366832268251,-166.162889207238,-166.162889207238,-231.750472518782,-231.750472518782,-130.007841884853,-120.448965442032,-209.654782133631,-190.556209927487,-171.616047543755,-165.304317740485,-230.678397623315,-216.509442345187
Generalized Competitive Suppression,0.6,-202.446412353934,-202.446412353934,-220.489149080827,-206.568785708173,-147.154821024087,-147.154821024087,-226.878438001004,-226.878438001004,-112.02004875734,-101.328449925026,-243.1349040504,-222.411192555789,-154.57782920867,-149.600685229327,-221.664964187569,-218.620116090742
Generalized Competitive Suppression,0.6,-207.573581471601,-207.573581471601,-223.945875993176,-192.279034399555,-156.812588504855,-156.812588504855,-238.547449130035,-238.547449130035,-117.65809944499,-105.993980909979,-241.278757449151,-203.820942943157,-158.540630393638,-156.178637851757,-225.652080447881,-225.121085658537
Generalized Competitive Suppression,0.6,-204.880446835691,-204.880446835691,-230.454091456186,-186.319936698881,-167.365312193015,-167.365312193015,-227.808205796365,-227.808205796365,-130.070413303411,-118.12490523312,-213.472780345507,-201.535369110931,-167.631028904018,-163.976572525219,-215.434778048828,-213.425850676502
Generalized Competitive Suppression,0.6,-203.415031079008,-203.415031079008,-176.291632351307,-162.899062841277,-148.893794266949,-148.893794266949,-228.326897744842,-228.326897744842,-123.934876227128,-90.4141497757516,-175.559289076028,-164.413933349435,-155.195498495592,-148.160780568593,-219.279710856563,-216.234634949006
Generalized Competitive Suppression,0.6,-198.793744103056,-198.793744103056,-236.663559991693,-207.179626936026,-156.548168312691,-156.548168312691,-223.025015355494,-223.025015355494,-116.409255805426,-94.9894751241589,-278.946109868038,-233.017158120013,-160.562798277657,-157.018995949428,-221.62746464656,-220.349951648462
Generalized Competitive Suppression,0.7,-202.37860300674,-202.37860300674,-175.390252178661,-162.604803446932,-185.500104781567,-185.500104781567,-225.705741753204,-225.705741753204,-134.072347157899,-125.093570435556,-184.70402892889,-173.422615175708,-211.093601932565,-199.372528678136,-250.936953110551,-249.187411198041
Generalized Competitive Suppression,0.7,-201.162810023539,-201.162810023539,-170.605975551644,-165.546090388584,-177.988553366537,-177.988553366537,-223.119200902285,-223.119200902285,-165.365635217589,-160.085695642429,-189.34232040908,-177.750262247624,-192.235254286608,-182.039974729963,-243.865082295617,-214.290941292923
Generalized Competitive Suppression,0.7,-205.294013769299,-205.294013769299,-230.884480533991,-222.506647645403,-189.450528909586,-189.450528909586,-228.637487762529,-228.637487762529,-323.939381225255,-253.840523739313,-267.772704385958,-248.640686289813,-207.10124501333,-202.482943570566,-231.291297413507,-203.275942755134
Generalized Competitive Suppression,0.7,-208.659477920183,-208.659477920183,-161.383664811453,-159.740191613506,-197.113358206801,-197.113358206801,-234.038933258301,-234.038933258301,-130.124326540637,-139.320107794299,-190.723908055517,-174.097223472977,-203.526046901621,-198.503102218823,-216.865326352681,-216.002936326176
Generalized Competitive Suppression,0.7,-200.312550951011,-200.312550951011,-198.282703200288,-174.438146587017,-154.016040143068,-154.016040143068,-224.912964662684,-224.912964662684,-153.970831015147,-141.985443441432,-184.648158048745,-174.436980714434,-161.294971112089,-155.922418609669,-237.526897767342,-237.426017732767
Generalized Competitive Suppression,0.7,-210.670142465206,-210.670142465206,-208.598369764736,-179.832706994977,-187.928653241641,-187.928653241641,-233.176916857197,-233.176916857197,-140.516724309958,-131.214540338794,-259.454288770638,-224.753330421294,-195.420030846559,-189.027224213326,-219.796580637325,-219.1116437438
Generalized Competitive Suppression,0.7,-201.192927707503,-201.192927707503,-189.523712705919,-178.580806192195,-201.823160501403,-201.823160501403,-225.480023619607,-225.480023619607,-241.2389730723,-187.784005689496,-203.612978717952,-194.68665941589,-205.649216623221,-201.992768118175,-220.872681361409,-209.482006061265
Generalized Competitive Suppression,0.7,-196.040224087303,-196.040224087303,-174.559959321995,-169.492402617731,-148.142076439878,-148.142076439878,-224.436739317488,-224.436739317488,-138.491612724157,-125.394138533812,-199.889302934035,-184.349464706167,-160.289968443893,-152.35661353936,-250.531345128859,-219.841541571523
Generalized Competitive Suppression,0.7,-208.173408585853,-208.173408585853,-200.507751275417,-183.000635197624,-187.810092677127,-187.810092677127,-226.145113035831,-226.145113035831,-213.17490381956,-156.825755362473,-215.373238997726,-193.982080679115,-208.702845070232,-194.65850747483,-240.550617640109,-229.949717265219
Generalized Competitive Suppression,0.7,-236.151199282647,-236.151199282647,-182.94338575188,-180.959707682076,-188.365845781771,-188.365845781771,-231.533580356903,-231.533580356903,-131.109718904603,-128.399974893473,-189.741754935433,-183.549271277204,-208.204255801142,-189.399442814366,-241.043197688011,-239.704186752386
Generalized Competitive Suppression,0.8,-212.196613289059,-212.196613289059,-225.789122352092,-187.860165253172,-181.046463968433,-181.046463968433,-234.158388156436,-234.158388156436,-204.995005149592,-160.025668440769,-229.768941987801,-197.533412070529,-186.582188815621,-180.918467339061,-226.275261633219,-226.009939755615
Generalized Competitive Suppression,0.8,-249.22594728959,-249.22594728959,-354.951528847536,-334.620641838315,-187.581838251212,-187.581838251212,-251.956731158938,-251.956731158938,-186.153294635749,-165.160815702562,-344.306967298099,-324.74778545652,-334.981607195807,-303.933400474371,-247.867985887152,-245.633445286356
Generalized Competitive Suppression,0.8,-212.346082243489,-212.346082243489,-198.128249467238,-173.437152323096,-175.491366610691,-175.491366610691,-232.049936073492,-232.049936073492,-151.320496576288,-128.691629859902,-200.644163169656,-179.908504878673,-176.820175019588,-175.035050549848,-250.368845971588,-235.932295056977
Generalized Competitive Suppression,0.8,-198.845107199085,-198.845107199085,-165.672970711189,-150.748253500978,-168.26982340354,-168.26982340354,-223.458308175069,-223.458308175069,-281.453472417265,-205.003877056674,-179.921187768315,-162.194220335429,-169.186182399623,-167.589683818362,-230.085556452059,-198.615788886762
Generalized Competitive Suppression,0.8,-200.660161722711,-200.660161722711,-169.616709911804,-158.130907089946,-171.111367163201,-171.111367163201,-219.648029152648,-219.648029152648,-142.344835181582,-130.236758684695,-186.928960379333,-168.826900148232,-185.854747015202,-176.008752352335,-248.708128284643,-203.56524499806
Generalized Competitive Suppression,0.8,-209.446017545816,-209.446017545816,-278.066676870763,-209.979174306913,-170.892231864142,-170.892231864142,-232.483015137645,-232.483015137645,-214.550456949953,-154.931661436789,-247.500948169719,-201.263667053381,-181.605834825364,-176.130885898891,-258.660870073875,-230.816056646577
Generalized Competitive Suppression,0.8,-222.707133960657,-222.707133960657,-180.149745228193,-176.017095510486,-175.960392147428,-175.960392147428,-241.672987080892,-241.672987080892,-183.915902597592,-173.452853113734,-200.321263674414,-185.485603907713,-184.141703534578,-174.266426989704,-230.412809330611,-227.984187342733
Generalized Competitive Suppression,0.8,-212.498487920368,-212.498487920368,-191.705648437368,-178.592027864364,-183.426493487683,-183.426493487683,-234.452534069907,-234.452534069907,-155.671361322453,-144.818878507314,-231.245816927286,-200.440791488631,-192.524840184222,-188.451601052116,-229.748147614594,-211.513402096725
Generalized Competitive Suppression,0.8,-202.392679693342,-202.392679693342,-174.729471997761,-167.408657433854,-155.910325306498,-155.910325306498,-227.096608296366,-227.096608296366,-148.858533331899,-142.97608139961,-176.718502663281,-172.224269223576,-167.976972164112,-160.421703330143,-252.681295540658,-248.030982433792
Generalized Competitive Suppression,0.8,-205.395622728494,-205.395622728494,-178.678521189737,-174.739332933972,-172.009746327824,-172.009746327824,-225.023590493333,-225.023590493333,-150.545046723725,-145.221542360758,-187.202032444696,-181.450375933998,-173.500429786327,-171.676532286295,-211.243418500016,-208.568131460326
Generalized Competitive Suppression,0.9,-204.570275371996,-204.570275371996,-205.330667898115,-198.090639096844,-174.662877332804,-174.662877332804,-223.651607487513,-223.651607487513,-179.510376070473,-172.350126095299,-217.401461541225,-205.063509525614,-176.644194673947,-172.023183514025,-211.646153385369,-210.404466738809
Generalized Competitive Suppression,0.9,-205.999681068731,-205.999681068731,-186.555778414848,-179.256136655771,-191.354994323588,-191.354994323588,-225.27483759175,-225.27483759175,-184.784668472524,-167.545597906764,-192.96500867052,-183.49253788615,-197.018812065278,-190.754709006249,-240.727826033297,-240.043903581819
Generalized Competitive Suppression,0.9,-220.573036311081,-220.573036311081,-234.906206057593,-206.750847455378,-189.743516542759,-189.743516542759,-239.247168248455,-239.247168248455,-235.42675260205,-197.120320220242,-221.045974762022,-196.200429824818,-226.197888683986,-214.608302922541,-229.104172688373,-228.840646419244
Generalized Competitive Suppression,0.9,-242.177225085694,-242.177225085694,-199.34775740014,-200.7437197159,-207.159032144923,-207.159032144923,-253.425001717088,-253.425001717088,-152.567651830712,-152.381998070429,-204.018212372783,-199.977458644904,-218.521093642735,-211.674578729279,-248.722635927614,-244.757825608856
Generalized Competitive Suppression,0.9,-218.011123188906,-218.011123188906,-225.599588534854,-209.336824799811,-163.949303988934,-163.949303988934,-239.468900932375,-239.468900932375,-219.074854437847,-178.921392175455,-238.525598243539,-217.664804464572,-176.035845441839,-164.652241912301,-228.461623770555,-227.393761866167
Generalized Competitive Suppression,0.9,-208.049205770353,-208.049205770353,-209.713022643062,-196.047792135655,-164.250002521853,-164.250002521853,-230.748433208238,-230.748433208238,-167.951338394831,-156.102327359551,-224.145661813033,-205.990121927286,-171.359860587083,-162.30141445683,-215.957386345851,-215.311352756758
Generalized Competitive Suppression,0.9,-215.293610924697,-215.293610924697,-191.49823296877,-185.744655778384,-184.942230499103,-184.942230499103,-242.475242427232,-242.475242427232,-216.849731441464,-207.976319091176,-252.842469076007,-243.645989415633,-194.249060747987,-189.638293460146,-229.751630985724,-214.340163565311
Generalized Competitive Suppression,0.9,-232.304748923158,-232.304748923158,-214.330913715437,-205.398361001655,-208.57598687387,-208.57598687387,-258.736746013787,-258.736746013787,-186.381936037136,-170.412584681635,-222.047109953371,-214.17783791164,-220.114538130768,-215.578391834099,-282.257860701685,-243.802286112871
Generalized Competitive Suppression,0.9,-217.336922829388,-217.336922829388,-198.096492179982,-190.002800552398,-191.69698247273,-191.69698247273,-231.78503211007,-231.78503211007,-230.727160161946,-195.108628583987,-196.884137557073,-191.674756482543,-199.643502734837,-191.295403496989,-259.357031427985,-259.413106978618
Generalized Competitive Suppression,0.9,-210.770556147152,-210.770556147152,-204.177051967473,-197.824046500424,-153.191509121704,-153.191509121704,-237.87449820474,-237.87449820474,-155.248879844724,-130.162613141167,-232.359402329328,-216.983664498231,-167.554831328798,-157.059168816064,-227.140659126774,-226.116725939039
Generalized Competitive Suppression,1,-223.295903234352,-223.295903234352,-203.526520849412,-199.413139913863,-186.218334085278,-186.218334085278,-241.51264232834,-241.51264232834,-176.728292165771,-164.069873902016,-212.043883982903,-206.833322532248,-195.963769444431,-190.223640644749,-238.532650467616,-225.547416323895
Generalized Competitive Suppression,1,-205.582814235889,-205.582814235889,-223.632516990608,-211.828518953042,-198.881054508548,-198.881054508548,-225.023221889976,-225.023221889976,-175.899772048679,-165.635879982224,-224.558385164925,-209.627775386165,-206.853597326648,-201.789077494522,-218.439588333656,-216.529508497102
Generalized Competitive Suppression,1,-206.868773808287,-206.868773808287,-182.29469712494,-173.73765852039,-181.785261173534,-181.785261173534,-227.444346487041,-227.444346487041,-146.042293006551,-144.595239052039,-193.773893763323,-177.489966053339,-194.481049646721,-178.933533928022,-225.551309569694,-224.368014156908
Generalized Competitive Suppression,1,-221.584681828834,-221.584681828834,-243.492756380631,-232.403705612187,-190.935867806479,-190.935867806479,-248.834062448041,-248.834062448041,-209.373519938462,-193.023426845364,-246.114845530322,-238.636615597378,-203.81090477728,-198.070295554229,-267.623250952513,-227.668587314665
Generalized Competitive Suppression,1,-224.381513940798,-224.381513940798,-220.435517485605,-196.454007353895,-186.352231228118,-186.352231228118,-237.695582763676,-237.695582763676,-159.909565156918,-151.739536157569,-243.353745737117,-212.147781944295,-198.639852446565,-188.875138690387,-242.759974780967,-241.980238194615
Generalized Competitive Suppression,1,-215.617335701334,-215.617335701334,-210.067221607211,-196.050075150134,-183.517078330457,-183.517078330457,-235.448321381673,-235.448321381673,-192.716290264502,-178.175417391854,-216.150387139437,-204.081909741264,-206.091173812781,-189.812242749313,-229.8065253458,-221.300598299715
Generalized Competitive Suppression,1,-219.565341488261,-219.565341488261,-216.843718072721,-200.286100377304,-177.427763756758,-177.427763756758,-248.656510477013,-248.656510477013,-155.351329677732,-144.613358354669,-240.514230495857,-220.990812418049,-205.385533717997,-192.97854818472,-233.870856143842,-232.518837770188
Generalized Competitive Suppression,1,-216.858628803649,-216.858628803649,-295.526295753632,-242.808870355796,-187.738749683643,-187.738749683643,-235.945655969527,-235.945655969527,-173.320445283587,-163.449180188686,-229.912096438686,-217.170157808461,-205.332379837106,-193.327678512648,-241.56125358258,-227.76241797292
Generalized Competitive Suppression,1,-212.232461149019,-212.232461149019,-182.335828164719,-169.565503557175,-177.085193361399,-177.085193361399,-232.572063044336,-232.572063044336,-170.870864777465,-154.355028106439,-192.631670146493,-181.323061089746,-198.62527498727,-184.392505267117,-222.294267243927,-219.408697416608
Generalized Competitive Suppression,1,-214.036187545516,-214.036187545516,-220.001841612516,-207.358903159386,-179.681655292972,-179.681655292972,-241.299318189371,-241.299318189371,-192.885420849677,-170.607099200849,-236.854732250593,-219.802585653531,-208.005671709832,-186.85128611674,-223.244605546377,-219.498648260577
Generalized Competitive Suppression,1.1,-205.698714242368,-205.698714242368,-173.013080592819,-168.710748775396,-176.948733007518,-176.948733007518,-223.33147159294,-223.33147159294,-176.917494532927,-171.062320707252,-184.105939199927,-173.004737563823,-179.126030715988,-178.679102095922,-221.778302898981,-216.00146366611
Generalized Competitive Suppression,1.1,-240.932032444143,-240.932032444143,-340.016562003665,-307.438731077548,-268.21370979676,-268.21370979676,-236.566791753494,-236.566791753494,-478.985032065329,-326.001938727167,-333.985718149177,-299.723089681279,-283.432570913667,-255.166288128665,-268.338189789648,-240.644021944772
Generalized Competitive Suppression,1.1,-262.38137176176,-262.38137176176,-267.71251451474,-260.673933803506,-231.273286759953,-231.273286759953,-264.349758209163,-264.349758209163,-319.711721467764,-305.365592891307,-239.219611131482,-229.986844842443,-260.952188144249,-236.459076997211,-263.504908000683,-258.06092442949
Generalized Competitive Suppression,1.1,-218.230533985148,-218.230533985148,-190.606215143644,-187.748887973357,-202.951057103769,-202.951057103769,-233.897235491008,-233.897235491008,-169.95664510286,-166.689898673285,-200.756989847095,-192.38473062817,-225.13508446996,-206.690510456575,-247.839072782522,-247.763210529966
Generalized Competitive Suppression,1.1,-220.216425824767,-220.216425824767,-212.961813163817,-205.303226491444,-202.834226692632,-202.834226692632,-233.544610049411,-233.544610049411,-200.196953147607,-196.167007843479,-211.897472359074,-206.784124938677,-208.4867560927,-205.104370705137,-236.63166308953,-225.799163077649
Generalized Competitive Suppression,1.1,-230.983569312464,-230.983569312464,-212.733961740489,-210.304563136327,-190.138422117921,-190.138422117921,-245.186754613516,-245.186754613516,-185.294933655773,-179.333838594102,-221.510608959842,-215.743628976011,-220.460571266312,-198.452783053065,-255.064838897653,-238.788863031601
Generalized Competitive Suppression,1.1,-216.060140265115,-216.060140265115,-276.016515423051,-259.57553110243,-197.21784895474,-197.21784895474,-236.435600517112,-236.435600517112,-202.769273619226,-181.04349453081,-286.353856805573,-268.034216076501,-210.954855319785,-199.290977754921,-242.838938481124,-217.533075772601
Generalized Competitive Suppression,1.1,-216.374902916636,-216.374902916636,-227.726937135755,-206.882960261447,-209.245067670507,-209.245067670507,-232.930628433855,-232.930628433855,-237.761914478631,-197.895826009187,-229.399826147014,-211.366732963644,-220.580758086815,-209.150295613504,-235.142500025892,-221.198794800976
Generalized Competitive Suppression,1.1,-218.346088976608,-218.346088976608,-198.73548610419,-191.569859242801,-193.037371776338,-193.037371776338,-232.727289778931,-232.727289778931,-192.108789352152,-178.466546798518,-201.769245036085,-195.672628413446,-206.893527085189,-196.086800192627,-230.257578428554,-229.267828870299
Generalized Competitive Suppression,1.1,-218.052564888755,-218.052564888755,-234.306714794056,-205.384839481653,-196.478777354791,-196.478777354791,-235.593216592712,-235.593216592712,-203.031088522334,-177.91134186781,-240.017696598686,-215.731815672215,-202.904444876318,-198.081985394888,-231.187573884603,-223.583917803489
Generalized Competitive Suppression,1.2,-211.693024521116,-211.693024521116,-223.158770258374,-207.768439388665,-204.821719283246,-204.821719283246,-231.260604272257,-231.260604272257,-235.756488848813,-213.497319798281,-227.4467399519,-214.41519585858,-215.810447467753,-207.112473388007,-232.734516428905,-228.907931489158
Generalized Competitive Suppression,1.2,-208.74866477789,-208.74866477789,-199.636113203012,-181.968596470158,-189.818912978584,-189.818912978584,-230.65428772348,-230.65428772348,-158.999726176526,-154.607889772923,-216.624099409643,-199.485783346951,-197.870526139526,-194.128520991966,-307.510688493559,-288.928207318429
Generalized Competitive Suppression,1.2,-229.177331069408,-229.177331069408,-220.271377445917,-216.881725218181,-215.746527062275,-215.746527062275,-244.289313361927,-244.289313361927,-222.456001267007,-203.966689603974,-236.419760683341,-229.22353395981,-234.924157774688,-220.289529823917,-280.631329091593,-245.995177947125
Generalized Competitive Suppression,1.2,-237.667349754074,-237.667349754074,-312.477055944483,-296.618846214187,-198.698902407953,-198.698902407953,-250.128476798716,-250.128476798716,-246.215197638498,-234.840735833102,-297.926560966968,-284.762169492515,-222.465549644051,-210.578239717759,-238.809020129692,-237.575123260096
Generalized Competitive Suppression,1.2,-225.211165094416,-225.211165094416,-225.213167801479,-212.844787161921,-203.490298963304,-203.490298963304,-232.312141328519,-232.312141328519,-324.292984212733,-265.981380927194,-212.635489521651,-202.69136260079,-214.649993107987,-214.687572026507,-226.112733533653,-225.900343489131
Generalized Competitive Suppression,1.2,-240.603242783951,-240.603242783951,-284.606139326432,-276.199881818635,-215.830570502206,-215.830570502206,-248.712478370871,-248.712478370871,-311.876633677919,-287.137401661895,-254.675615354363,-245.816096619759,-233.535773156859,-219.418322954278,-276.501082707061,-269.91950455044
Generalized Competitive Suppression,1.2,-210.49129793853,-210.49129793853,-246.125036901067,-210.07871948629,-199.377401593223,-199.377401593223,-231.656048302726,-231.656048302726,-215.432020004048,-194.055062025497,-227.216061889462,-215.98670265896,-200.487442208079,-198.63012145513,-217.349414183349,-216.717299291527
Generalized Competitive Suppression,1.2,-209.138767127541,-209.138767127541,-205.047909173256,-192.78966463339,-195.56128196665,-195.56128196665,-228.345860353151,-228.345860353151,-229.234073011252,-217.193571588407,-200.717063000603,-192.505813111357,-204.160346669443,-194.796190598051,-214.289500307901,-208.647999036195
